p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,cell_type,comparison
0.489068625436402,-2.14263866642143,0,0.125,1,RASAL3,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-2.00288125976522,0,0.125,1,FAM32A,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.33129554287455,0,0.125,1,CHERP,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.22752461600933,0,0.125,1,SSBP4,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.612365094866991,0,0.125,1,ARMC6,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.02615627010035,0,0.125,1,MAU2,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.18319364210036,0,0.125,1,ZNF506,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.980466663969949,0,0.125,1,IGFLR1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.01384879236817,0,0.125,1,NFKBID,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.55508570434406,0,0.125,1,ZFP14,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.19723420782657,0,0.125,1,EXOSC5,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.74046008971989,0,0.125,1,ARHGEF1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.649154469497711,0,0.125,1,RTN2,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.20555615962122,0,0.125,1,CYTH2,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.24613611164701,0,0.125,1,PPP1R15A,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.04975817171093,0,0.125,1,PIH1D1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.914816918250656,0,0.125,1,EMC10,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.02257094599175,0,0.125,1,SIGLEC9,Dendritic_cell,unin_hto_vs_unin3
